,subject_id,relation,object_id,question,subject_name,object_name,qid,topic_words,topic_words_names,golden_word,golden_word_name,word_score,type,type_name
568,/m/01js7wk,/music/album/album_content_type,/m/0l14g2,what kind of album is live at carnegie hall: 40th anniversary concert?,Live at Carnegie Hall: 40th Anniversary Concert,Live Album,568,"[u'/m/0cl8lp', u'/m/0gbg5d9', u'/m/031m099', u'/m/0dmznph', u'/m/01l13p_', u'/m/01k1k03', u'/m/0nr7q9y', u'/m/0388tgd', u'/m/026d_7t', u'/m/01lf_sm', u'/m/01js7wk']","[u'Live at Carnegie Hall', u'LIVE', u'Live', u'Live', u'Live', u'Live', u'Live', u'Live', u'Live', u'Live', u'Live at Carnegie Hall: 40th Anniversary Concert']",/m/01js7wk,Live at Carnegie Hall: 40th Anniversary Concert,"[0.75, 0.5625, 0.5625, 0.5625, 0.5625, 0.5625, 0.5625, 0.5625, 0.5625, 0.5625, 2.0]",/m/0kpv17,Musical Album
569,/m/0yj2q0k,/music/album/album_content_type,/m/06vw6v,what kind of album was we used to wait?,We Used to Wait,Studio album,569,"[u'/m/0g2wx8', u'/m/063y5_t', u'/m/0fx459f', u'/m/05lm5k_', u'/m/03j6znn', u'/m/035zpkm', u'/m/0zq782c', u'/m/080b_f4', u'/m/04xdxj4', u'/m/03458j', u'/m/0yj2q0k']","[u'Was', u'album', u'To', u'album', u'Kind of Blue', u'Kind of Blue', u'Kind of Lonesome', u'New Kind of Feeling', u'A kind of testament', u'Some Kind of Wonderful', u'We Used to Wait']",/m/0yj2q0k,We Used to Wait,"[0.55, 0.55, 0.55, 0.55, 0.433333, 0.433333, 0.433333, 0.35, 0.35, 0.35, 2.0]",/m/0kpv17,Musical Album
570,/m/0c0039v,/military/military_person/participated_in_conflicts,/m/081pw,in which conflict did rudolf brehmer participate ,Rudolf Brehmer,World War II,570,"[u'/m/04ydvw9', u'/m/0c7k185', u'/m/0j8k2b7', u'/m/0c6b7vc', u'/m/0bxs8z', u'/m/05c4t50', u'/m/0cgk2z7', u'/m/026vkw1', u'/m/07prw7r', u'/m/0_s6jrs', u'/m/0c0039v']","[u'Rudolf Lehmann', u'Rudolf Fischer', u'Rudolf Smid', u'Rudolf K\xf6ppler', u'Rudolf Jaenisch', u'Rudolf Bernauer', u'Rudolf P\xf6der', u'Rudolf Thurneysen', u'Rudolf Vogel', u'Rudolf Fueter', u'Rudolf Brehmer']",/m/0c0039v,Rudolf Brehmer,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 2.0]",/m/02h66g5,Military Person
571,/m/0r5jf,/location/hud_county_place/county,/m/0l2v0,which county does cayucos belong to,Cayucos,San Luis Obispo County,571,"[u'/m/0r5jf', u'/m/0brvwh', u'/m/02grsy']","[u'Cayucos', u'Cayucos State Beach', u'Dugout']",/m/0r5jf,Cayucos,"[1.870277, 0.736357, 0.059492]",/m/0kpyns,US Census Designated Place
572,/m/04j8qc,/military/military_person/participated_in_conflicts,/m/0cm2xh,What war did darwan singh negi participate in,Darwan Singh Negi,World War I,572,"[u'/m/04j8qc', u'/m/04j7lx', u'/m/0x0mkn6', u'/m/02w352k', u'/m/0b5l9w', u'/m/0w5_g10', u'/m/0k3kp5m', u'/m/0f46hk', u'/m/0g9hlhg', u'/m/0ch5gn6']","[u'Darwan Singh Negi', u'Gabar Singh Negi', u'Charanpreet Singh', u'Tarlochan Singh', u'Vijay Singh', u'Mike Singh', u'Bharti Singh', u'Nahar Singh', u'Atul Singh', u'Jagtar Singh']",/m/04j8qc,Darwan Singh Negi,"[2.0, 0.666667, 0.416667, 0.416667, 0.416667, 0.416667, 0.416667, 0.416667, 0.416667, 0.416667]",/m/02h66g5,Military Person
573,/m/0kqnfb,/cvg/cvg_developer/game_versions_developed,/m/05nsvt0,what is the 2002 version of the game denki?,Denki,Denki Blocks!,573,"[u'/m/0kqnfb', u'/m/087w5y', u'/m/03wrpp', u'/m/05nsvt0', u'/m/05nsvsw', u'/m/0l8l_c3']","[u'Denki', u'Yamada Denki', u'Denki Groove', u'Denki Blocks!', u'Denki Blocks!', u'Gusk\u014d Budori no Denki']",/m/0kqnfb,Denki,"[2.0, 0.75, 0.75, 0.666667, 0.666667, 0.625]",/m/021y6st,Video Game Developer
574,/m/03gyl,/meteorology/cyclone_affected_area/cyclones,/m/0bmhwn,what is a cyclone that affected haiti,Haiti,Tropical Storm Claudette,574,"[u'/m/0nmlyy1', u'/m/0kkgc50', u'/m/0fgmtxb', u'/m/01669mf', u'/m/012w22g', u'/m/0rdf8m', u'/m/0m95nth', u'/m/0zqkqsn', u'/m/07bn_x', u'/m/09rkpyw', u'/m/03gyl']","[u'Haiti', u'Haiti', u'Haiti', u'Haiti', u'Haiti', u'Haiti', u'Haiti', u'Haiti', u'Haiti Kid', u'2010 Haiti Earthquake', u'Haiti']",/m/03gyl,Haiti,"[1.000002, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.75, 0.666667, 2.0]",/m/01mp,Country
575,/m/01wr4bj,/music/artist/track,/m/0sjmzb,what songs have dj 3d recorded?,DJ 3D,Quiet Storm,575,"[u'/m/0vsbp1_', u'/m/0181_x4', u'/m/01wvp82', u'/m/03j0shf', u'/m/0g925wl', u'/m/056mbq', u'/m/02hl3x4', u'/m/01wgd5p', u'/m/01nx3x3', u'/m/09wn0f', u'/m/01wr4bj']","[u'DJ', u'Go DJ', u'DJ Olive', u'DJ Clay', u'Go DJ', u'DJ Scratch', u'Wolfenstein 3D', u'DJ Antoine', u'DJ Spinbad', u'DJ Boy', u'DJ 3D']",/m/01wr4bj,DJ 3D,"[0.75, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 2.0]",/m/0kpynz,Record Producer
576,/m/0cwjp,/people/deceased_person/place_of_death,/m/0d6lp,where did valerie solanas pass away,Valerie Solanas,San Francisco,576,"[u'/m/0n4v_mm', u'/m/0k7l0hw', u'/m/0gc0jlp', u'/m/04nkjww', u'/m/0h4ndv7', u'/m/016t1y', u'/m/05x5w1', u'/m/05p5pqk', u'/m/01gvx4', u'/m/04jj4kc', u'/m/0cwjp']","[u'Valerie Hall', u'Valerie Wayne', u'Valerie Cossart', u'Valerie Asensio', u'Valerie Stadler', u'Valerie Anand', u'Valerie Eliot', u'Valerie Miner', u'Valerie Perrine', u'Valerie von Martens', u'Valerie Solanas']",/m/0cwjp,Valerie Solanas,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.416667, 2.0]",/m/01xryvt,Author
577,/m/07z1rfg,/common/topic/notable_types,/m/0jsg3l,what did tyler hubby do for an occupation ,Tyler Hubby,Film producer,577,"[u'/m/07z1rfg', u'/m/0k33rf', u'/m/05g_wv', u'/m/0yz4xq6', u'/m/026dmvz', u'/m/0bx_s5r', u'/m/0gh7bp3', u'/m/06gmbf', u'/m/036d98', u'/m/02qxmd6']","[u'Tyler Hubby', u'Tyler Brooks', u'Christopher Tyler', u'Tyler Wilkinson', u'Tyler Hughes', u'Tyler Glenn', u'Tyler Jakes', u'Tyler Connolly', u'Anne Tyler', u'Tyler Thigpen']",/m/07z1rfg,Tyler Hubby,"[2.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",/m/0jsg3d,Film director
578,/m/0q40rbm,/music/artist/genre,/m/06j6l,what kind of music does vulfpeck sing?,Vulfpeck,Rhythm and blues,578,[u'/m/0q40rbm'],[u'Vulfpeck'],/m/0q40rbm,Vulfpeck,[2.0],/m/02nrqx2,Musical Group
579,/m/0hqsnhn,/medicine/drug_formulation/active_ingredients,/m/04jy39,what are the active ingredients in the dug sodium fluoride 5e-07 rinse?,Sodium fluoride 5e-07 rinse,Sodium fluoride,579,"[u'/m/025sf0_', u'/m/0hqrgb6', u'/m/0hqsxmw', u'/m/0hqrhnj', u'/m/0hqv16v', u'/m/0hqs0jr', u'/m/0jxj2hz', u'/m/0hqv0zh', u'/m/0hqvb6g', u'/m/0hqrz7l', u'/m/0hqsnhn']","[u'Sodium', u'Sodium fluoride 0.0005 rinse', u'Sodium fluoride 0.5 solution/drops', u'Sodium fluoride 0.5 rinse', u'Sodium fluoride 0.9 rinse', u'Sodium fluoride 0.0221 mouthwash', u'Sodium fluoride 0.22 dentifrice gel', u'Sodium fluoride 2.4 dentifrice paste', u'Sodium monofluorophosphate and sodium fluoride 8.4/2.4 kit', u'Potassium nitrate and sodium fluoride 5/2.43 paste', u'Sodium fluoride 5e-07 rinse']",/m/0hqsnhn,Sodium fluoride 5e-07 rinse,"[0.625, 0.5, 0.5, 0.5, 0.5, 0.5, 0.45, 0.45, 0.392857, 0.392857, 2.0]",/m/0h5s0dq,Drug formulation
580,/m/02q52q,/film/film/film_festivals,/m/07nm383,Which film festival showed the wizard of oz (1939 film),The Wizard of Oz,2009 New York Film Festival,580,"[u'/m/0g1mm3', u'/m/0dqf4w8', u'/m/05dp04n', u'/m/03gxjgm', u'/m/03f_3v7', u'/m/02r2wgh', u'/m/0mhr5px', u'/m/0rw71l', u'/m/0dn5d8v', u'/m/04vbcrg', u'/m/02q52q']","[u'The Wizard of Oz', u'The Wizard of Oz', u'The Wizard of Odds', u'The Wizard of London', u'The Wizard of Oz (2001 Australian cast)', u'The Wizard of Oz in Concert: Dreams Come True', u'Land of Oz', u'Land of Oz', u'Land of Oz', u'The magic of Oz', u'The Wizard of Oz']",/m/02q52q,The Wizard of Oz,"[1.019, 1.000153, 0.75, 0.75, 0.722222, 0.7, 0.583333, 0.583333, 0.583333, 0.5, 2.0]",/m/02kl65p,Award-Winning Work
581,/m/04j0y_3,/film/film/country,/m/05v8c,WHich nation filmed then and now,Then and Now,Philippines,581,"[u'/m/04wfm5n', u'/m/01ht8cr', u'/m/025zq6w', u'/m/0cnscq', u'/m/04wby8l', u'/m/04zxdrq', u'/m/03c7yp0', u'/m/01prdbf', u'/m/0crsslp', u'/m/0b774x4', u'/m/04j0y_3']","[u'Earth Then and Now', u'Remastered: The Best of Steely Dan, Then and Now', u'Now', u'Then and Again', u'There And Now', u'And Now the Screaming Starts!', u'Then 2', u'Now Voyager', u'Generation Now', u'Everyday Now', u'Then and Now']",/m/04j0y_3,Then and Now,"[0.875, 0.698298, 0.666667, 0.666667, 0.666667, 0.5, 0.416667, 0.416667, 0.416667, 0.416667, 2.0]",/m/0jsg2m,Film
582,/m/0l7fl5_,/music/release_track/release,/m/0351qmj,name a release on the track stay ,Stay,The Rock 'n' Roll Era: Golden Greats,582,"[u'/m/0dxt5l0', u'/m/010rbcm', u'/m/0klvzgg', u'/m/0mw2db0', u'/m/0nqw3p6', u'/m/0f20vtk', u'/m/0v7fqj', u'/m/0qggrpc', u'/m/0n2j8yq', u'/m/0nmdg4_', u'/m/0l7fl5_']","[u'Stay', u'Stay', u'Stay', u'Stay', u'Stay', u'Stay', u'Stay', u'Stay', u'Stay', u'Stay', u'Stay']",/m/0l7fl5_,Stay,"[1.000007, 7e-06, 7e-06, 7e-06, 7e-06, 7e-06, 7e-06, 7e-06, 7e-06, 7e-06, 2.0]",,
583,/m/0dvyf,/cvg/computer_videogame/platforms,/m/05j0w,Which video game platform is final fantasy ii played on?,Final Fantasy II,Nintendo Entertainment System,583,"[u'/m/02hl5rz', u'/m/0mjf8b', u'/m/0x59j4z', u'/m/02hlx0j', u'/m/0fz685n', u'/m/01f3fz7', u'/m/0_kcqjg', u'/m/0nt7nfm', u'/m/0rv4861', u'/m/0yc1f12', u'/m/0dvyf']","[u'Final Fantasy III', u'Fantasy', u'Fantasy', u'Final Fantasy III', u'Fantasy', u'Fantasy', u'Fantasy', u'Fantasy', u'Fantasy', u'Fantasy', u'Final Fantasy II']",/m/0dvyf,Final Fantasy II,"[0.666667, 0.666667, 0.666667, 0.666667, 0.666667, 0.666667, 0.666667, 0.666667, 0.666667, 0.666667, 2.0]",/m/021y6mf,Video Game
584,/m/0h57b2,/people/deceased_person/cause_of_death,/m/0qcr0,what cause the death of sally mansfield?,Sally Mansfield,Cancer,584,"[u'/m/0527hrb', u'/m/02x9sjw', u'/m/0c1gg1w', u'/m/0xvr_4m', u'/m/02px0cy', u'/m/04c1053', u'/m/0g_wzzj', u'/m/0c00jdw', u'/m/0bp_hn', u'/m/0ncly0t', u'/m/0h57b2']","[u'Mansfield', u'Mansfield', u'Sally Bochner', u'Jayne Mansfield', u'Sally Phipps', u'Mansfield Hall', u'Sally Burton', u'Sally Burgess', u'Sally Little', u'Sally Riley', u'Sally Mansfield']",/m/0h57b2,Sally Mansfield,"[0.75, 0.75, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 2.0]",/m/01xrzlq,TV Actor
585,/m/0674cw,/film/director/film,/m/02r1qsz,what's the title of a hrishikesh mukherjee film,Hrishikesh Mukherjee,Jurmana,585,"[u'/m/0j_c02', u'/m/0_h8slq', u'/m/02zbgbk', u'/m/01rmc8', u'/m/02vpnnr', u'/m/09yf54', u'/m/08n6b8', u'/m/03gxvgz', u'/m/02qj8qd', u'/m/084rp8', u'/m/0674cw']","[u'Arun Mukherjee', u'Romilla Mukherjee', u'Debashis Mukherjee', u'Bharati Mukherjee', u'Ajoy Mukherjee', u'Suroopa Mukherjee', u'Hrishikesh Kanitkar', u'Rudrangshu Mukherjee', u'Udayan Mukherjee', u'Sharbani Mukherjee', u'Hrishikesh Mukherjee']",/m/0674cw,Hrishikesh Mukherjee,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 2.0]",/m/0jsg3d,Film director
586,/m/019r1sv,/music/recording/releases,/m/039zgvb,what record was released by indiana,Indiana,Back Home Again,586,"[u'/m/0dqzmrj', u'/m/0lsdm_y', u'/m/0_0ts', u'/m/0k0rkgk', u'/m/0n1d0t_', u'/m/019r1qn', u'/m/0lbj3zj', u'/m/0mxgbms', u'/m/0d_8n89', u'/m/0n7t4tj', u'/m/019r1sv']","[u'Indiana', u'Indiana', u'Indiana', u'Indiana', u'Indiana', u'Indiana', u'Indiana', u'Indiana', u'Indiana', u'Indiana', u'Indiana']",/m/019r1sv,Indiana,"[1.0, 1.0, 0.011735, 0.000179, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0]",/m/0kpv11,Musical Recording
587,/m/056vhs,/people/person/profession,/m/09x_r,What profession is chandler beach,Chandler Beach,Entrepreneur,587,"[u'/m/0md4zs1', u'/m/09rhvn7', u'/m/04p7zjn', u'/m/05q3v6t', u'/m/01jpd_b', u'/m/0hzm8yw', u'/m/0f8ndj', u'/m/06qjcm', u'/m/083bnj', u'/m/0493hk6', u'/m/056vhs']","[u'Chandler', u'Chandler', u'Lauderdale Beach', u'Marc Chandler', u'Tar Beach', u'Chandler Jones', u'Oriole Beach', u'Cadillac Beach', u'Alappuzha Beach', u'Transylvania Beach, Louisville', u'Chandler Beach']",/m/056vhs,Chandler Beach,"[0.75, 0.75, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 2.0]",/m/022tfrk,Deceased Person
588,/m/0ngxybd,/film/film/language,/m/02h40lc,what is the language of the film enemies closeri,Enemies Closer,English Language,588,"[u'/m/0lzj333', u'/m/0l4s0pm', u'/m/02vxn', u'/m/02hr_8r', u'/m/0y9d4yd', u'/m/0mcs4vc', u'/m/0f4bd9r', u'/m/0wcvnl8', u'/m/0m0r41g', u'/m/0_5k3x', u'/m/0ngxybd']","[u'Language', u'Language', u'Film', u'Language', u'Language', u'Language', u'Language', u'Language', u'Language', u'Language', u'Enemies Closer']",/m/0ngxybd,Enemies Closer,"[0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 2.0]",/m/0jsg2m,Film
589,/m/0ywj_xr,/film/film/country,/m/09c7w0,what country was all the labor set in,All the Labor,United States of America,589,"[u'/m/0_j0_yw', u'/m/01j8dpp', u'/m/0jbb6fh', u'/m/0wkh9r', u'/m/0dyglls', u'/m/0crzkty', u'/m/0lqw3r2', u'/m/0fc_dsm', u'/m/0dmk0vm', u'/m/018n4b9', u'/m/0ywj_xr']","[u'Country', u'ALL', u'All The Rowboats', u'All the Time', u'All the Best', u'All the Way', u'All The Small Things', u'All the Small Things', u'Party All the Time', u'All the Pretty Horses', u'All the Labor']",/m/0ywj_xr,All the Labor,"[0.555556, 0.555556, 0.444444, 0.444444, 0.444444, 0.444444, 0.361111, 0.361111, 0.361111, 0.361111, 2.0]",/m/0jsg2m,Film
590,/m/04vlk6f,/book/book_edition/binding,/m/01jm4n,What type of binding does der unsichtbare mann have?,Der unsichtbare Mann,Paperback,590,"[u'/m/023cpd', u'/m/0bbb34t', u'/m/02698wc', u'/m/0jw6xky', u'/m/01rgg23', u'/m/0clhcx', u'/m/0trt_wx', u'/m/027f27r', u'/m/0182p8', u'/m/0w16w9m', u'/m/04vlk6f']","[u'Invisible Man', u'Der Clown', u'Matthias Mann', u'Milton Mann', u'John Mann', u'Dina Mann', u'Der Bau', u'Merlin Mann', u'Horace Mann', u'Mann Alfonso', u'Der unsichtbare Mann']",/m/04vlk6f,Der unsichtbare Mann,"[0.999681, 0.416667, 0.416667, 0.416667, 0.416667, 0.416667, 0.416667, 0.416667, 0.416667, 0.416667, 2.0]",/m/02k6s0w,Publication
591,/m/03c46bs,/visual_art/visual_artist/art_forms,/m/05qdh,which art form was created by gabrielle ricciardelli,Gabrielle Ricciardelli,Painting,591,"[u'/m/0gsq4', u'/m/0hn56yq', u'/m/0bx_y0n', u'/m/0k86fx8', u'/m/05zsfqp', u'/m/0h3vftd', u'/m/0j0_7p8', u'/m/0ndst51', u'/m/01pv56k', u'/m/0h5jxvc', u'/m/03c46bs']","[u'Gabrielle Roy', u'Gabrielle Upton', u'Gabrielle Dorziat', u'Gabrielle McClinton', u'Gabrielle Dennis', u'Gabrielle Aplin', u'Gabrielle Lewis', u'Gabrielle Evans', u'Gabrielle Destroismaisons', u'Izabella Gabrielle Tylo', u'Gabrielle Ricciardelli']",/m/03c46bs,Gabrielle Ricciardelli,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.416667, 2.0]",/m/01y2hcj,Visual Artist
592,/m/086p3n,/music/composition/language,/m/04306rv,what language is arabella in?,Arabella,German Language,592,"[u'/m/086p3n', u'/m/04v9f04', u'/m/0250s6', u'/m/073_3w', u'/m/0fymp4q', u'/m/0fvdzhd', u'/m/0fxhyg7', u'/m/0fxhyd1', u'/m/0fxhyd9', u'/m/0fxhyf5']","[u'Arabella', u'Arabella', u'Arabella Knight', u'Arabella Steinbacher', u'Arabella: Act I. Duet. ""Ich danke, Fr\xe4ulein""', u'Arabella, Op. 79: Act I. ""Das ist ein Fall von andrer Art""', u'Arabella, Op. 79: Act II. ""O Arabella, gibt es was Sch\xf6neres""', u'Arabella, Op. 79: Act I. ""Matteo! - Zdenko! Du! Bist du allein?""', u'Arabella, Op. 79: Act I. ""Mandryka! Der reiche Kerl!""', u'Arabella, Op. 79: Act II. ""Ging durch einen Wald""']",/m/086p3n,Arabella,"[1.550291, 1.000138, 0.75, 0.75, 0.5625, 0.55, 0.55, 0.55, 0.55, 0.55]",/m/025dy0w,Opera
593,/m/0fz2sz2,/music/recording/artist,/m/01mw0yy,who recorded fearless,Fearless,Steve Oliver,593,"[u'/m/03g0jnn', u'/m/06ly_y', u'/m/0lwt74m', u'/m/0mbrxjs', u'/m/0sh2sqn', u'/m/0lhmfdg', u'/m/016h11q', u'/m/0mpzjqq', u'/m/0mdnjbn', u'/m/01s_49c', u'/m/0fz2sz2']","[u'Fearless', u'Fearless', u'Fearless', u'Fearless', u'Fearless', u""You're Beautiful"", u'Fearless', u'Fearless', u'Fearless', u'Fearless', u'Fearless']",/m/0fz2sz2,Fearless,"[1.002719, 1.002656, 1.00034, 1.00034, 1.00034, 1.0, 0.00034, 0.00034, 0.00034, 0.00034, 2.0]",/m/0kpv11,Musical Recording
594,/m/0fq2dp5,/people/deceased_person/cause_of_death,/m/06z5s,how did james dipaola die?,James DiPaola,Suicide,594,"[u'/m/063k94h', u'/m/02p_y99', u'/m/0mzkn11', u'/m/0dxznz', u'/m/02kzcq', u'/m/0w2y1g7', u'/m/0h1ct6b', u'/m/04y9q87', u'/m/03wb3gl', u'/m/05wq2lr', u'/m/0fq2dp5']","[u'James', u'James Warren', u'James Dean', u'James McGarry', u'James Coyne', u'James Douglas', u'James Conner', u'James Omondi', u'James Lofton', u'James Chatto', u'James DiPaola']",/m/0fq2dp5,James DiPaola,"[0.75, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 2.0]",/m/02xlh55,Politician
595,/m/0hqsrr9,/medicine/drug_formulation/legal_status,/m/01_7r6,what is the legal status of sodium fluoride 0.25 chewable tablet,Sodium fluoride 0.25 chewable tablet,Prescription drug,595,"[u'/m/0hqtj5l', u'/m/0hqs65j', u'/m/0jxmqgf', u'/m/0hqh9dw', u'/m/0hqsxmw', u'/m/0hqhl2z', u'/m/0jxn5jt', u'/m/0hqr1mj', u'/m/0hqtt65', u'/m/0hqrmsb', u'/m/0hqsrr9']","[u'Sodium fluoride 1.8 gel', u'Lamotrigine 25 chewable tablet', u'Dimenhydrinate 25 chewable tablet', u'Antacid 500 chewable tablet', u'Sodium fluoride 0.5 solution/drops', u'Singulair 5 chewable tablet', u'Sodium fluoride 0.2 mouthwash', u'Mvc 0.25/2500/60/400/15/1.05/1.2/13.5/1.05/0.3/4.5 chewable tablet', u'Sodium fluoride 0.0119 gel', u'Sodium fluoride 0.0005 liquid', u'Sodium fluoride 0.25 chewable tablet']",/m/0hqsrr9,Sodium fluoride 0.25 chewable tablet,"[0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 2.0]",/m/0h5s0dq,Drug formulation
596,/m/0bsr3r,/common/topic/notable_types,/m/01xr_wb,What designation is used for the colorado state highway 470?,Colorado State Highway 470,Road,596,"[u'/m/01x45m', u'/m/0slz44c', u'/m/0l5d76s', u'/m/0frnqhw', u'/m/0108p_r', u'/m/0m741z7', u'/m/0dvyqw5', u'/m/0dptz69', u'/m/0npnjy6', u'/m/0_6d82f', u'/m/0bsr3r']","[u'State highway', u'Colorado', u'Colorado', u'Colorado', u'Colorado', u'Colorado', u'Colorado', u'Colorado', u'Colorado', u'Colorado', u'Colorado State Highway 470']",/m/0bsr3r,Colorado State Highway 470,"[0.75, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 2.0]",/m/01xr_wb,Road
597,/m/0g7xfqn,/people/person/place_of_birth,/m/0gkgp,What is Sergio Myers' place of birth?,Sergio Myers,Charleston,597,"[u'/m/0nsg0d', u'/m/0g3_f5', u'/m/0ndcxcq', u'/m/0xx_pk', u'/m/0xxlxzb', u'/m/03fsgbl', u'/m/0rs3b83', u'/m/01j1cpz', u'/m/0249yn', u'/m/0f0n1fr', u'/m/0g7xfqn']","[u""Cruisin'"", u'Sergio Sollima', u'Kaylor Myers', u""Cruisin'"", u'Michael Myers', u""Windin'"", u""Cruisin'"", u""Motorvatin'"", u'Sergio Oliva', u""Cruisin'"", u'Sergio Myers']",/m/0g7xfqn,Sergio Myers,"[0.416667, 0.416667, 0.416667, 0.416667, 0.416667, 0.416667, 0.416667, 0.416667, 0.416667, 0.416667, 2.0]",/m/02h51nz,Organization leader
598,/m/0ljh89,/music/single/versions,/m/0l8lvp,what is a track in the album the prince,The Prince,The Prince,598,"[u'/m/0lgxs8x', u'/m/0m0n_7w', u'/m/0v41m6', u'/m/0y99slm', u'/m/05cvs', u'/m/0pjz3', u'/m/02rb7g_', u'/m/0f5dy49', u'/m/0m0gr0g', u'/m/0mvgx1p', u'/m/0ljh89']","[u'The Prince', u'The Prince', u'The Prince', u'The Prince', u'Niccol\xf2 Machiavelli', u'Arjuna', u'The Prince', u'The Prince', u'The Prince', u'The Prince', u'The Prince']",/m/0ljh89,The Prince,"[1.000078, 1.000078, 1.000078, 1.0, 0.00886, 0.001969, 0.001406, 7.8e-05, 7.8e-05, 7.8e-05, 2.0]",/m/0kpv11,Musical Recording
599,/m/070yc,/book/book_subject/works,/m/045m2qw,What is a book that has to do with space opera,Space opera,Komarr,599,"[u'/m/0kk39l8', u'/m/0f2nf5f', u'/m/0tsx31y', u'/m/0c1vgdg', u'/m/0mfl5h8', u'/m/0tpp638', u'/m/0w2j2ct', u'/m/0c3t8w3', u'/m/0ldv_m3', u'/m/05p318x', u'/m/070yc']","[u'Opera', None, u'Opera', u'Opera', u'Opera', u'Opera', u'Opera', u'Opera', u'Opera', u'Mission of Honor', u'Space opera']",/m/070yc,Space opera,"[0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.001066, 2.0]",/m/01xrzks,TV Genre
600,/m/0fykh8r,/music/release/track,/m/0fykh9r,what is the name of a track from till we have faces,Till We Have Faces,Duel,600,"[u'/m/03fzxgf', u'/m/03c38gy', u'/m/03xsbd6', u'/m/0zj79g3', u'/m/0j2mrf8', u'/m/0f1q67f', u'/m/0fq3myl', u'/m/016f538', u'/m/073tvx', u'/m/0gh3h8', u'/m/0fykh8r']","[u'Till We Have Faces', u'Till', u'Faces', u'We Have a Technical', u'Till We Meet Again', u'We Are the Only Friends We Have', u'Seven Faces', u'We Believe', u'Farrell Till', u'Mamie Till', u'Till We Have Faces']",/m/0fykh8r,Till We Have Faces,"[1.028373, 0.625, 0.625, 0.5, 0.5, 0.392857, 0.375, 0.375, 0.375, 0.375, 2.0]",/m/01xlj26,Musical Release
601,/m/01lyv,/music/genre/albums,/m/01hj4dx,What's a country album by johnny cash,Country,Unearthed,601,"[u'/m/0dpnyb3', u'/m/01hhn2f', u'/m/04b3124', u'/m/04jbq3m', u'/m/04t2gts', u'/m/01nz2wv', u'/m/04g0wqk', u'/m/058pvj_', u'/m/087vn0', u'/m/05f97', u'/m/01lyv']","[u'Totally Country', u'Country House', u'Country Meadows', u'Country Gentleman', u'Wild Country', u'Country Greats', u'Bear Country', u'Country Willie', u'Hot Country Songs', u'Nation state', u'Country']",/m/01lyv,Country,"[0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.00407, 0.003151, 2.0]",/m/0kpv1t,Musical genre
602,/m/0qcr0,/people/cause_of_death/people,/m/04k4ls,which johnny died from cancer,Cancer,Johnny Downs,602,"[u'/m/0dqbv9v', u'/m/013yfff', u'/m/017gt4n', u'/m/0mrdn2b', u'/m/0mlbvfn', u'/m/0m49d8r', u'/m/0l5mdj8', u'/m/0mt7953', u'/m/0fx16lx', u'/m/0mmxdv2', u'/m/0qcr0']","[u'Cancer', u'Cancer', u'Cancer', u'Cancer', u'Cancer', u'Cancer', u'Cancer', u'Cancer', u'Cancer', u'Cancer', u'Cancer']",/m/0qcr0,Cancer,"[1.000002, 1.000002, 1.000002, 2e-06, 2e-06, 2e-06, 2e-06, 2e-06, 2e-06, 2e-06, 2.0]",/m/01xljsr,Disease or medical condition
603,/m/043nvhk,/astronomy/celestial_object/category,/m/0jvq,What kind of celestial body is 13792 kuscynskyj,13792 Kuscynskyj,Asteroid,603,[u'/m/043nvhk'],[u'13792 Kuscynskyj'],/m/043nvhk,13792 Kuscynskyj,[2.0],/m/021ynng,Asteroid
